time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20140114:0000,8.3,89.85,0.0,0.0,0.0,281.2,2.34,79.0,97543.0
20140114:0100,8.02,91.7,0.0,0.0,0.0,280.4,2.41,77.0,97571.0
20140114:0200,7.9,93.1,28.55,0.0,28.55,281.2,2.41,76.0,97629.0
20140114:0300,9.23,90.2,261.6,916.5,70.85,281.4,2.14,77.0,97696.0
20140114:0400,12.87,74.15,446.2,910.04,93.2,287.4,2.48,84.0,97773.0
20140114:0500,16.03,61.3,592.95,931.69,99.1,297.8,2.48,85.0,97744.0
20140114:0600,18.64,50.3,667.05,875.79,119.75,306.2,2.48,83.0,97696.0
20140114:0700,20.27,42.9,672.5,838.1,114.3,318.8,2.41,64.0,97552.0
20140114:0800,21.08,39.95,606.25,741.73,123.7,316.6,2.14,56.0,97418.0
20140114:0900,21.53,39.0,454.6,568.4,125.15,325.6,1.93,49.0,97322.0
20140114:1000,21.49,39.25,337.55,533.0,93.45,325.2,1.86,47.0,97245.0
20140114:1100,21.29,39.6,155.55,348.35,53.15,323.4,1.93,41.0,97245.0
20140114:1200,20.17,43.6,13.4,58.24,7.65,320.8,2.0,19.0,97255.0
20140114:1300,17.6,50.3,0.0,0.0,0.0,317.8,2.83,11.0,97284.0
20140114:1400,16.07,53.7,0.0,0.0,0.0,308.2,2.97,9.0,97360.0
20140114:1500,15.16,56.15,0.0,0.0,0.0,306.6,3.1,9.0,97427.0
20140114:1600,14.51,58.4,0.0,0.0,0.0,308.8,3.17,12.0,97485.0
20140114:1700,14.04,59.8,0.0,0.0,0.0,314.6,3.17,18.0,97514.0
20140114:1800,13.59,60.25,0.0,0.0,0.0,316.2,3.03,23.0,97514.0
20140114:1900,13.17,59.25,0.0,0.0,0.0,317.0,2.76,30.0,97523.0
20140114:2000,13.13,58.0,0.0,0.0,0.0,332.0,2.55,33.0,97533.0
20140114:2100,12.65,59.75,0.0,0.0,0.0,324.6,2.41,33.0,97504.0
20140114:2200,11.65,64.6,0.0,0.0,0.0,302.2,2.34,28.0,97523.0
20140114:2300,10.94,68.55,0.0,0.0,0.0,302.0,2.34,21.0,97514.0
20140115:0000,10.16,72.95,0.0,0.0,0.0,291.4,2.41,20.0,97581.0
20140115:0100,10.07,74.85,0.0,0.0,0.0,306.8,2.21,26.0,97610.0
20140115:0200,9.33,80.75,29.15,0.0,29.15,287.2,2.14,33.0,97706.0
20140115:0300,10.35,79.75,254.35,859.4,74.95,288.6,1.59,42.0,97782.0
20140115:0400,13.94,68.45,447.75,904.67,95.9,294.8,1.79,52.0,97840.0
20140115:0500,17.03,58.8,561.9,804.49,134.3,303.2,2.28,51.0,97888.0
20140115:0600,18.89,48.8,684.25,915.6,110.35,308.2,2.9,44.0,97859.0
20140115:0700,19.93,43.3,710.6,905.89,105.2,310.8,2.83,31.0,97763.0
20140115:0800,20.78,36.55,634.3,797.13,113.65,310.2,2.97,24.0,97677.0
20140115:0900,21.16,33.15,528.05,724.48,106.1,311.6,3.24,23.0,97610.0
20140115:1000,21.2,31.6,358.5,599.13,82.35,308.6,3.38,23.0,97562.0
20140115:1100,20.82,31.25,166.45,387.82,51.3,308.4,3.45,24.0,97571.0
20140115:1200,19.5,34.45,14.9,65.94,8.2,301.0,2.55,23.0,97610.0
20140115:1300,16.9,40.2,0.0,0.0,0.0,294.8,2.83,21.0,97648.0
20140115:1400,15.23,43.85,0.0,0.0,0.0,290.4,2.76,19.0,97734.0
20140115:1500,14.03,46.65,0.0,0.0,0.0,286.8,2.69,18.0,97811.0
20140115:1600,13.03,49.4,0.0,0.0,0.0,284.6,2.76,25.0,97850.0
20140115:1700,12.21,52.25,0.0,0.0,0.0,281.8,2.69,35.0,97850.0
20140115:1800,11.48,55.35,0.0,0.0,0.0,280.2,2.55,45.0,97859.0
20140115:1900,10.82,58.9,0.0,0.0,0.0,282.0,2.34,58.0,97878.0
20140115:2000,10.16,62.35,0.0,0.0,0.0,279.2,2.41,60.0,97830.0
20140115:2100,9.56,65.85,0.0,0.0,0.0,276.6,2.48,65.0,97811.0
20140115:2200,9.04,69.25,0.0,0.0,0.0,275.6,2.41,73.0,97792.0
20140115:2300,8.52,73.4,0.0,0.0,0.0,274.4,2.34,78.0,97773.0
20140116:0000,7.94,78.6,0.0,0.0,0.0,274.6,2.14,84.0,97763.0
20140116:0100,7.33,84.4,0.0,0.0,0.0,274.4,1.93,91.0,97773.0
20140116:0200,6.72,90.1,29.55,0.0,29.55,274.2,1.72,97.0,97869.0
20140116:0300,8.35,86.45,272.65,987.29,65.85,273.0,1.1,101.0,97907.0
20140116:0400,13.01,69.7,463.4,967.82,85.9,277.8,1.17,107.0,98013.0
20140116:0500,16.46,60.6,609.1,958.88,97.95,288.0,1.31,109.0,98003.0
20140116:0600,18.54,47.1,696.4,940.17,105.25,298.8,1.31,87.0,97965.0
20140116:0700,19.52,40.45,716.55,916.37,102.0,301.8,1.93,61.0,97830.0
20140116:0800,20.32,37.7,661.55,856.51,99.85,304.8,2.0,51.0,97696.0
20140116:0900,20.8,35.3,533.45,723.99,109.7,306.2,2.28,40.0,97581.0
20140116:1000,20.86,33.95,360.7,594.08,85.1,309.6,2.48,36.0,97514.0
20140116:1100,20.44,34.2,164.15,377.43,50.95,306.8,2.48,36.0,97504.0
20140116:1200,19.2,38.4,15.5,68.42,8.35,303.2,2.0,34.0,97514.0
20140116:1300,16.88,45.25,0.0,0.0,0.0,298.8,2.69,34.0,97533.0
20140116:1400,15.04,51.05,0.0,0.0,0.0,296.2,2.62,38.0,97591.0
20140116:1500,13.87,55.15,0.0,0.0,0.0,293.4,2.62,43.0,97677.0
20140116:1600,12.88,59.35,0.0,0.0,0.0,292.0,2.48,52.0,97667.0
20140116:1700,11.88,64.3,0.0,0.0,0.0,287.2,2.41,65.0,97677.0
20140116:1800,11.09,69.2,0.0,0.0,0.0,289.2,2.28,85.0,97667.0
20140116:1900,10.42,74.55,0.0,0.0,0.0,282.8,2.55,116.0,97648.0
20140116:2000,10.13,78.45,0.0,0.0,0.0,285.2,2.48,127.0,97629.0
20140116:2100,9.82,82.15,0.0,0.0,0.0,283.6,2.48,128.0,97600.0
20140116:2200,9.39,85.7,0.0,0.0,0.0,279.2,2.41,126.0,97571.0
20140116:2300,8.95,88.65,0.0,0.0,0.0,278.0,2.34,123.0,97523.0
20140117:0000,8.53,90.4,0.0,0.0,0.0,276.0,2.41,123.0,97543.0
20140117:0100,8.28,91.3,0.0,0.0,0.0,274.0,2.48,122.0,97581.0
20140117:0200,8.15,91.85,28.55,0.0,28.55,273.2,2.55,122.0,97619.0
20140117:0300,9.52,87.75,268.3,943.33,69.95,274.2,2.28,123.0,97706.0
20140117:0400,13.47,67.3,464.7,967.25,86.25,279.0,2.76,123.0,97734.0
20140117:0500,16.48,50.35,608.9,951.92,99.9,287.2,3.38,117.0,97763.0
20140117:0600,18.03,41.0,706.65,962.24,99.65,293.8,3.31,97.0,97658.0
20140117:0700,18.57,42.45,722.0,921.47,101.8,297.4,2.48,87.0,97514.0
20140117:0800,19.25,38.85,673.05,874.23,97.35,300.4,2.14,68.0,97351.0
20140117:0900,19.71,36.8,488.45,676.27,90.65,306.4,2.0,42.0,97255.0
20140117:1000,19.59,36.55,331.75,523.82,87.15,300.8,2.41,20.0,97245.0
20140117:1100,19.27,37.15,158.55,337.99,56.15,315.0,2.9,13.0,97255.0
20140117:1200,18.42,40.05,14.7,55.38,8.75,318.8,2.83,8.0,97274.0
20140117:1300,16.39,46.35,0.0,0.0,0.0,318.0,2.97,2.0,97312.0
20140117:1400,14.92,51.9,0.0,0.0,0.0,302.8,3.03,4.0,97380.0
20140117:1500,13.84,57.2,0.0,0.0,0.0,299.2,2.69,15.0,97427.0
20140117:1600,12.99,62.45,0.0,0.0,0.0,302.6,2.34,24.0,97447.0
20140117:1700,11.76,69.6,0.0,0.0,0.0,282.6,2.34,16.0,97466.0
20140117:1800,10.75,76.1,0.0,0.0,0.0,282.0,2.21,3.0,97447.0
20140117:1900,9.79,75.75,0.0,0.0,0.0,280.8,0.97,339.0,97447.0
20140117:2000,8.69,82.0,0.0,0.0,0.0,282.6,1.45,319.0,97427.0
20140117:2100,8.0,86.9,0.0,0.0,0.0,282.6,1.66,328.0,97418.0
20140117:2200,7.57,90.3,0.0,0.0,0.0,280.2,1.86,321.0,97447.0
20140117:2300,7.3,91.45,0.0,0.0,0.0,278.8,2.07,309.0,97504.0
20140118:0000,7.22,92.4,0.0,0.0,0.0,280.8,2.0,311.0,97485.0
20140118:0100,7.13,93.1,0.0,0.0,0.0,282.0,2.0,319.0,97543.0
20140118:0200,6.8,93.95,28.45,0.0,28.45,273.6,2.07,322.0,97619.0
20140118:0300,8.26,92.0,269.9,956.38,67.95,274.0,1.24,318.0,97725.0
20140118:0400,12.68,72.6,463.15,964.79,84.4,280.2,1.17,313.0,97782.0
20140118:0500,15.48,60.65,609.3,954.35,97.35,286.6,1.72,315.0,97821.0
20140118:0600,16.97,52.05,696.45,929.37,108.2,295.4,2.28,312.0,97821.0
20140118:0700,18.32,46.1,717.5,904.74,106.3,300.0,2.55,321.0,97754.0
20140118:0800,19.11,42.75,634.3,770.89,124.5,304.4,2.83,328.0,97677.0
20140118:0900,19.42,40.75,548.45,771.03,92.6,306.0,3.03,336.0,97639.0
20140118:1000,19.51,39.8,374.9,625.05,81.1,303.0,3.17,346.0,97600.0
20140118:1100,19.1,40.35,174.35,396.19,53.1,301.4,3.31,360.0,97619.0
20140118:1200,18.0,43.95,17.5,73.83,9.35,298.0,2.69,15.0,97715.0
20140118:1300,15.57,51.8,0.0,0.0,0.0,293.4,2.76,28.0,97754.0
20140118:1400,14.05,57.4,0.0,0.0,0.0,291.4,2.76,37.0,97859.0
20140118:1500,12.99,62.25,0.0,0.0,0.0,288.6,2.83,46.0,97965.0
20140118:1600,12.11,68.1,0.0,0.0,0.0,286.4,2.9,54.0,98061.0
20140118:1700,11.33,74.6,0.0,0.0,0.0,284.0,2.9,58.0,98118.0
20140118:1800,10.57,80.7,0.0,0.0,0.0,281.8,2.76,58.0,98118.0
20140118:1900,10.19,83.2,0.0,0.0,0.0,279.8,2.76,59.0,98118.0
20140118:2000,9.62,87.5,0.0,0.0,0.0,278.2,2.69,59.0,98128.0
20140118:2100,9.15,90.3,0.0,0.0,0.0,276.8,2.69,60.0,98147.0
20140118:2200,8.79,91.45,0.0,0.0,0.0,276.0,2.76,62.0,98195.0
20140118:2300,8.53,91.65,0.0,0.0,0.0,275.0,2.76,66.0,98185.0
20140119:0000,8.26,91.6,0.0,0.0,0.0,273.8,2.62,73.0,98166.0
20140119:0100,7.95,91.6,0.0,0.0,0.0,272.4,2.48,82.0,98205.0
20140119:0200,7.62,91.8,29.65,0.0,29.65,271.2,2.34,87.0,98262.0
20140119:0300,8.69,87.25,272.4,955.94,69.6,272.2,1.93,88.0,98387.0
20140119:0400,12.39,69.0,465.05,954.39,89.05,277.4,2.34,94.0,98416.0
20140119:0500,15.22,57.95,614.65,955.3,100.45,285.8,2.55,97.0,98425.0
20140119:0600,17.39,50.65,701.9,936.51,107.05,294.2,2.41,102.0,98377.0
20140119:0700,18.02,48.6,720.9,909.79,103.95,299.6,2.0,85.0,98262.0
20140119:0800,18.91,44.95,676.9,874.93,95.8,303.4,2.14,64.0,98118.0
20140119:0900,19.51,42.55,555.35,782.64,90.25,301.6,2.69,51.0,97993.0
20140119:1000,19.66,41.65,383.15,647.32,76.85,303.4,3.17,46.0,97917.0
20140119:1100,19.32,41.9,178.35,401.9,54.1,301.4,3.66,44.0,97955.0
20140119:1200,18.19,45.45,18.5,75.85,9.9,299.6,3.24,38.0,97926.0
20140119:1300,15.79,53.25,0.0,0.0,0.0,296.4,3.17,31.0,97984.0
20140119:1400,14.25,60.0,0.0,0.0,0.0,292.0,3.59,30.0,98051.0
20140119:1500,13.0,68.45,0.0,0.0,0.0,288.8,3.93,33.0,98118.0
20140119:1600,11.88,77.5,0.0,0.0,0.0,286.4,3.86,38.0,98147.0
20140119:1700,10.98,84.6,0.0,0.0,0.0,284.4,3.59,45.0,98166.0
20140119:1800,10.27,89.35,0.0,0.0,0.0,281.0,3.31,55.0,98118.0
20140119:1900,9.69,90.3,0.0,0.0,0.0,277.2,2.83,63.0,98099.0
20140119:2000,9.14,92.2,0.0,0.0,0.0,275.4,2.62,72.0,98070.0
20140119:2100,8.6,93.45,0.0,0.0,0.0,273.0,2.48,78.0,98051.0
20140119:2200,8.17,94.15,0.0,0.0,0.0,271.2,2.48,79.0,97993.0
20140119:2300,7.8,94.95,0.0,0.0,0.0,269.4,2.48,79.0,97974.0
20140120:0000,7.49,95.6,0.0,0.0,0.0,267.8,2.48,81.0,97984.0
20140120:0100,7.28,95.8,0.0,0.0,0.0,266.0,2.55,81.0,97984.0
20140120:0200,7.05,95.9,29.9,0.0,29.9,264.4,2.55,79.0,98041.0
20140120:0300,8.21,92.95,279.65,993.1,67.9,263.4,2.28,86.0,98089.0
20140120:0400,11.27,78.55,476.2,985.95,86.3,267.0,2.76,93.0,98118.0
20140120:0500,14.37,62.8,623.4,968.87,100.05,275.0,3.38,91.0,98128.0
20140120:0600,16.5,52.15,680.45,804.66,167.5,286.2,3.45,89.0,98061.0
20140120:0700,17.4,48.45,685.9,714.12,199.75,297.6,3.31,93.0,97898.0
20140120:0800,18.87,44.35,634.05,686.71,175.95,304.8,2.83,96.0,97763.0
20140120:0900,19.93,42.65,517.7,607.0,155.1,311.6,2.48,96.0,97658.0
20140120:1000,20.48,42.25,329.3,389.2,143.9,314.0,2.48,86.0,97552.0
20140120:1100,20.4,42.9,149.0,207.49,84.2,318.2,2.69,79.0,97543.0
20140120:1200,19.42,47.2,17.05,33.08,13.2,319.0,2.28,73.0,97562.0
20140120:1300,17.26,54.6,0.0,0.0,0.0,320.6,2.69,74.0,97600.0
20140120:1400,16.08,59.5,0.0,0.0,0.0,323.6,2.83,90.0,97687.0
20140120:1500,15.84,61.95,0.0,0.0,0.0,337.0,3.24,106.0,97734.0
20140120:1600,15.87,62.95,0.0,0.0,0.0,350.8,3.52,112.0,97744.0
20140120:1700,15.39,65.05,0.0,0.0,0.0,341.2,3.38,112.0,97725.0
20140120:1800,14.69,68.15,0.0,0.0,0.0,329.4,3.24,114.0,97715.0
20140120:1900,14.16,71.7,0.0,0.0,0.0,320.0,3.17,119.0,97687.0
20140120:2000,13.69,74.9,0.0,0.0,0.0,317.4,3.03,117.0,97648.0
20140120:2100,13.25,78.5,0.0,0.0,0.0,315.4,2.83,111.0,97619.0
20140120:2200,13.04,81.15,0.0,0.0,0.0,324.0,2.55,103.0,97610.0
20140120:2300,12.84,83.85,0.0,0.0,0.0,328.6,2.41,96.0,97571.0
20140121:0000,12.62,86.65,0.0,0.0,0.0,327.6,2.48,93.0,97571.0
20140121:0100,12.4,89.25,0.0,0.0,0.0,325.85,2.62,95.0,97591.0
20140121:0200,12.28,91.5,41.6,0.0,41.6,325.2,2.48,102.0,97648.0
20140121:0300,13.38,87.3,210.0,408.37,122.45,324.0,2.07,111.0,97706.0
20140121:0400,16.24,75.65,340.4,399.84,181.65,336.4,2.48,127.0,97725.0
20140121:0500,18.54,68.25,498.95,485.65,235.65,342.2,2.34,140.0,97763.0
20140121:0600,20.55,62.4,574.05,500.81,253.6,341.4,1.93,148.0,97725.0
20140121:0700,21.65,59.8,541.35,383.47,279.25,350.2,1.17,192.0,97619.0
20140121:0800,22.36,56.75,515.6,370.41,267.4,357.4,0.83,201.0,97495.0
20140121:0900,22.87,53.05,428.3,367.43,207.65,360.4,0.69,224.0,97399.0
20140121:1000,23.07,50.8,288.65,280.56,154.1,369.2,0.62,249.0,97370.0
20140121:1100,22.77,51.05,123.75,173.86,68.9,361.8,0.62,274.0,97380.0
20140121:1200,21.81,55.75,17.3,51.08,11.2,352.6,0.69,311.0,97389.0
20140121:1300,20.32,61.85,0.0,0.0,0.0,356.8,1.03,3.0,97437.0
20140121:1400,18.42,70.6,0.0,0.0,0.0,337.6,1.59,46.0,97495.0
20140121:1500,16.97,79.6,0.0,0.0,0.0,342.0,1.86,72.0,97571.0
20140121:1600,15.98,87.25,0.0,0.0,0.0,336.4,1.93,94.0,97600.0
20140121:1700,15.44,92.95,0.0,0.0,0.0,339.4,1.93,110.0,97600.0
20140121:1800,15.25,96.25,0.0,0.0,0.0,344.6,1.93,119.0,97600.0
20140121:1900,15.27,96.45,0.0,0.0,0.0,336.2,2.55,140.0,97581.0
20140121:2000,15.16,97.15,0.0,0.0,0.0,337.6,2.55,146.0,97571.0
20140121:2100,15.13,97.45,0.0,0.0,0.0,350.6,2.28,146.0,97523.0
20140121:2200,14.77,97.85,0.0,0.0,0.0,339.6,2.14,144.0,97504.0
20140121:2300,14.82,97.9,0.0,0.0,0.0,356.8,2.0,147.0,97514.0
20140122:0000,14.63,98.3,0.0,0.0,0.0,351.2,2.0,159.0,97514.0
20140122:0100,14.6,98.2,0.0,0.0,0.0,357.25,1.72,171.0,97571.0
20140122:0200,14.34,98.9,36.3,0.0,36.3,358.2,1.66,181.0,97639.0
20140122:0300,14.83,98.1,134.2,183.17,94.7,373.2,1.38,186.0,97706.0
20140122:0400,15.74,96.0,257.9,247.55,159.2,373.4,1.38,196.0,97754.0
20140122:0500,17.1,89.15,386.75,392.39,173.2,383.8,1.38,219.0,97821.0
20140122:0600,18.61,74.3,499.9,555.96,142.8,370.6,1.79,260.0,97782.0
20140122:0700,18.86,72.8,518.9,512.62,167.1,357.6,1.66,321.0,97677.0
20140122:0800,19.69,65.05,591.6,684.36,130.95,348.2,2.0,327.0,97562.0
20140122:0900,20.57,55.95,502.55,620.98,127.65,327.4,2.28,322.0,97475.0
20140122:1000,20.79,49.25,336.6,490.44,99.8,334.0,2.41,321.0,97427.0
20140122:1100,20.63,46.65,168.45,339.52,60.25,332.8,2.48,327.0,97399.0
20140122:1200,19.8,48.2,20.5,76.35,11.15,323.8,2.07,336.0,97466.0
20140122:1300,17.61,55.35,0.0,0.0,0.0,311.2,2.48,346.0,97514.0
20140122:1400,15.8,61.75,0.0,0.0,0.0,305.4,2.48,355.0,97629.0
20140122:1500,14.57,66.8,0.0,0.0,0.0,300.6,2.48,4.0,97725.0
20140122:1600,13.58,71.35,0.0,0.0,0.0,297.8,2.48,13.0,97792.0
20140122:1700,12.79,75.4,0.0,0.0,0.0,296.2,2.48,19.0,97802.0
20140122:1800,12.03,79.8,0.0,0.0,0.0,292.0,2.48,25.0,97830.0
20140122:1900,11.57,89.45,0.0,0.0,0.0,294.2,1.93,38.0,97811.0
20140122:2000,10.92,93.95,0.0,0.0,0.0,299.4,1.72,38.0,97811.0
20140122:2100,10.47,96.5,0.0,0.0,0.0,302.6,1.66,42.0,97811.0
20140122:2200,10.49,98.2,0.0,0.0,0.0,317.6,1.45,44.0,97850.0
20140122:2300,10.73,99.35,0.0,0.0,0.0,327.0,1.45,55.0,97811.0
20140123:0000,11.09,99.4,0.0,0.0,0.0,333.4,1.45,64.0,97859.0
20140123:0100,12.17,98.75,0.0,0.0,0.0,363.05,2.07,74.0,97888.0
20140123:0200,12.57,97.0,29.75,0.0,29.75,366.0,2.76,77.0,97965.0
20140123:0300,12.88,96.2,119.6,68.44,104.75,372.4,2.97,80.0,98041.0
20140123:0400,13.8,89.55,274.5,215.88,188.05,367.8,3.24,81.0,98089.0
20140123:0500,15.68,75.3,463.75,441.26,222.65,371.6,3.31,74.0,98166.0
20140123:0600,17.57,62.35,576.65,543.46,226.2,349.4,3.03,62.0,98099.0
20140123:0700,18.58,54.85,666.8,714.45,174.45,351.4,2.62,51.0,97974.0
20140123:0800,19.48,49.05,675.3,833.25,111.85,329.8,2.55,44.0,97840.0
20140123:0900,20.23,45.1,545.45,701.85,119.45,313.4,2.62,40.0,97744.0
20140123:1000,20.41,43.25,388.35,623.4,85.3,315.2,2.83,37.0,97667.0
20140123:1100,20.2,43.35,183.15,390.01,57.6,313.0,3.1,34.0,97658.0
20140123:1200,19.27,46.5,22.35,84.44,11.75,313.0,2.83,26.0,97677.0
20140123:1300,16.9,54.65,0.0,0.0,0.0,304.8,2.97,15.0,97715.0
20140123:1400,15.53,59.85,0.0,0.0,0.0,302.8,3.17,13.0,97802.0
20140123:1500,14.57,64.2,0.0,0.0,0.0,299.6,3.31,14.0,97840.0
20140123:1600,13.78,68.4,0.0,0.0,0.0,299.2,3.52,16.0,97888.0
20140123:1700,13.02,73.05,0.0,0.0,0.0,296.0,3.52,18.0,97926.0
20140123:1800,12.32,77.5,0.0,0.0,0.0,295.4,3.31,23.0,97907.0
20140123:1900,12.01,81.2,0.0,0.0,0.0,301.6,3.03,29.0,97926.0
20140123:2000,11.4,85.05,0.0,0.0,0.0,294.8,2.97,28.0,97869.0
20140123:2100,11.12,86.7,0.0,0.0,0.0,300.8,2.76,26.0,97850.0
20140123:2200,10.73,88.6,0.0,0.0,0.0,298.8,2.69,25.0,97821.0
20140123:2300,10.15,91.55,0.0,0.0,0.0,288.4,2.62,28.0,97782.0
20140124:0000,9.65,93.4,0.0,0.0,0.0,284.6,2.55,30.0,97830.0
20140124:0100,9.48,94.1,0.0,0.0,0.0,291.6,2.48,30.0,97859.0
20140124:0200,9.22,94.85,32.2,0.0,32.2,287.0,2.34,32.0,97946.0
20140124:0300,10.35,91.0,266.8,877.19,75.2,290.0,2.0,36.0,97993.0
20140124:0400,13.17,78.75,441.7,812.09,115.0,285.2,2.21,42.0,98022.0
20140124:0500,15.61,69.7,620.75,933.78,108.45,299.8,2.14,48.0,98061.0
20140124:0600,17.61,61.55,674.05,808.77,150.4,304.0,1.59,59.0,97974.0
20140124:0700,18.75,55.0,601.45,524.89,238.2,328.4,0.97,54.0,97878.0
20140124:0800,19.37,50.1,606.4,670.48,150.9,353.8,0.9,4.0,97744.0
20140124:0900,19.97,46.35,541.6,682.33,125.2,339.4,1.31,357.0,97658.0
20140124:1000,20.06,44.15,372.2,540.3,107.75,314.4,1.72,4.0,97591.0
20140124:1100,19.83,43.75,182.1,369.19,62.05,319.0,2.14,12.0,97562.0
20140124:1200,18.98,46.6,22.75,78.14,12.7,317.4,2.21,15.0,97610.0
20140124:1300,16.63,54.95,0.0,0.0,0.0,308.6,2.76,15.0,97629.0
20140124:1400,15.05,60.85,0.0,0.0,0.0,303.4,2.97,19.0,97725.0
20140124:1500,13.98,65.45,0.0,0.0,0.0,299.0,3.1,26.0,97792.0
20140124:1600,13.21,68.95,0.0,0.0,0.0,300.8,3.03,32.0,97821.0
20140124:1700,12.21,73.75,0.0,0.0,0.0,288.6,2.9,35.0,97850.0
20140124:1800,11.34,78.3,0.0,0.0,0.0,284.8,2.69,41.0,97869.0
20140124:1900,11.01,82.75,0.0,0.0,0.0,286.0,2.34,43.0,97869.0
20140124:2000,10.35,86.7,0.0,0.0,0.0,285.4,2.21,45.0,97830.0
20140124:2100,9.7,90.45,0.0,0.0,0.0,283.4,2.14,48.0,97802.0
20140124:2200,9.09,92.85,0.0,0.0,0.0,282.4,2.0,49.0,97773.0
20140124:2300,8.58,94.1,0.0,0.0,0.0,278.4,2.0,53.0,97773.0
20140125:0000,8.21,94.85,0.0,0.0,0.0,278.6,2.0,59.0,97802.0
20140125:0100,7.82,95.5,0.0,0.0,0.0,275.2,2.0,51.0,97830.0
20140125:0200,7.53,95.9,40.55,0.0,40.55,276.2,2.07,43.0,97917.0
20140125:0300,9.12,92.1,267.15,798.36,91.55,282.4,1.79,47.0,97993.0
20140125:0400,13.05,74.25,476.35,952.32,91.4,286.0,2.21,49.0,98080.0
20140125:0500,16.08,60.75,630.8,962.78,100.35,287.2,2.83,58.0,98080.0
20140125:0600,17.97,52.9,693.55,830.04,153.9,295.2,2.55,72.0,98003.0
20140125:0700,18.71,50.65,730.45,871.53,124.7,305.6,2.07,74.0,97888.0
20140125:0800,19.67,46.4,680.9,817.2,123.1,308.2,1.79,62.0,97773.0
20140125:0900,20.32,43.1,531.35,606.83,159.0,309.0,1.79,49.0,97677.0
20140125:1000,20.42,41.8,359.85,467.22,129.6,315.4,2.0,38.0,97619.0
20140125:1100,20.17,41.4,182.15,335.98,71.8,320.2,2.41,34.0,97619.0
20140125:1200,19.1,45.25,22.1,41.76,16.6,305.8,2.21,29.0,97619.0
20140125:1300,16.75,52.75,0.0,0.0,0.0,308.0,2.76,27.0,97715.0
20140125:1400,15.46,57.0,0.0,0.0,0.0,313.2,2.76,30.0,97754.0
20140125:1500,14.48,60.7,0.0,0.0,0.0,309.0,2.76,35.0,97802.0
20140125:1600,13.63,64.55,0.0,0.0,0.0,305.0,2.62,38.0,97840.0
20140125:1700,12.82,68.95,0.0,0.0,0.0,302.6,2.48,40.0,97830.0
20140125:1800,11.95,74.2,0.0,0.0,0.0,295.2,2.34,43.0,97840.0
20140125:1900,11.15,79.15,0.0,0.0,0.0,286.2,2.07,57.0,97830.0
20140125:2000,10.41,84.2,0.0,0.0,0.0,287.4,2.07,61.0,97830.0
20140125:2100,9.68,88.9,0.0,0.0,0.0,284.2,2.07,64.0,97782.0
20140125:2200,9.04,91.9,0.0,0.0,0.0,281.6,2.07,60.0,97782.0
20140125:2300,8.56,93.2,0.0,0.0,0.0,277.6,2.14,55.0,97734.0
20140126:0000,8.21,94.0,0.0,0.0,0.0,276.2,2.14,53.0,97773.0
20140126:0100,7.97,94.45,0.0,0.0,0.0,275.4,2.14,57.0,97830.0
20140126:0200,7.62,94.9,32.25,0.0,32.25,271.2,2.14,62.0,97888.0
20140126:0300,8.95,93.25,283.5,954.36,72.05,271.4,1.59,70.0,97965.0
20140126:0400,13.57,73.95,480.9,957.94,91.75,277.4,1.86,74.0,98022.0
20140126:0500,16.59,59.8,634.45,959.33,103.6,286.4,2.48,70.0,98022.0
20140126:0600,18.72,47.75,728.0,947.16,109.6,294.2,2.62,66.0,97974.0
20140126:0700,20.08,37.75,749.65,915.14,110.8,297.6,2.21,78.0,97840.0
20140126:0800,21.39,32.05,698.65,863.04,106.75,301.6,1.93,73.0,97744.0
20140126:0900,22.19,29.0,579.6,780.43,98.1,304.6,1.93,60.0,97658.0
20140126:1000,22.5,27.45,404.75,647.33,83.55,305.8,2.07,47.0,97591.0
20140126:1100,22.25,27.75,197.75,418.7,58.85,305.4,2.21,43.0,97591.0
20140126:1200,21.04,33.1,26.6,98.66,13.3,304.0,2.0,39.0,97610.0
20140126:1300,18.5,40.4,0.0,0.0,0.0,298.8,2.83,37.0,97658.0
20140126:1400,16.31,46.95,0.0,0.0,0.0,296.0,2.83,39.0,97706.0
20140126:1500,15.06,51.95,0.0,0.0,0.0,292.6,2.83,43.0,97802.0
20140126:1600,14.03,57.35,0.0,0.0,0.0,290.2,2.69,47.0,97850.0
20140126:1700,13.06,63.4,0.0,0.0,0.0,288.0,2.62,46.0,97859.0
20140126:1800,12.2,69.5,0.0,0.0,0.0,285.6,2.55,44.0,97850.0
20140126:1900,11.58,72.8,0.0,0.0,0.0,283.8,2.48,61.0,97869.0
20140126:2000,10.89,77.95,0.0,0.0,0.0,282.4,2.34,66.0,97859.0
20140126:2100,10.15,83.05,0.0,0.0,0.0,280.2,2.21,72.0,97830.0
20140126:2200,9.42,87.25,0.0,0.0,0.0,279.0,2.14,89.0,97811.0
20140126:2300,8.77,89.8,0.0,0.0,0.0,277.2,2.14,105.0,97773.0
20140127:0000,8.24,91.15,0.0,0.0,0.0,275.8,2.07,109.0,97802.0
20140127:0100,7.73,92.2,0.0,0.0,0.0,274.6,1.93,104.0,97850.0
20140127:0200,7.26,92.95,32.95,0.0,32.95,273.6,1.79,96.0,97926.0
20140127:0300,9.56,86.7,287.25,963.0,72.25,275.2,1.1,85.0,98003.0
20140127:0400,14.91,66.05,486.2,965.39,92.0,281.6,1.38,80.0,98041.0
