time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20200113:1630,0.0,0.0,0.0,0.0,0.0,10.92,1.86,0.0
20200113:1730,0.0,0.0,0.0,0.0,0.0,9.75,1.59,0.0
20200113:1830,0.0,0.0,0.0,0.0,0.0,9.63,1.1,0.0
20200113:1930,0.0,0.0,0.0,0.0,0.0,10.29,0.69,0.0
20200113:2030,0.0,0.0,0.0,0.0,0.0,8.54,1.24,0.0
20200113:2130,0.0,0.0,0.0,0.0,0.0,7.2,1.59,0.0
20200113:2230,0.0,0.0,0.0,0.0,0.0,6.49,1.79,0.0
20200113:2330,0.0,0.0,0.0,0.0,0.0,6.11,2.0,0.0
20200114:0030,0.0,0.0,0.0,0.0,0.0,5.84,2.0,0.0
20200114:0130,0.0,0.0,0.0,0.0,0.0,5.67,2.0,0.0
20200114:0230,138.23,137.53,46.66,1.01,6.19,5.48,2.0,0.0
20200114:0330,384.7,359.23,96.13,3.62,17.58,7.18,1.45,0.0
20200114:0430,576.3,580.69,118.64,6.19,27.67,12.13,1.59,0.0
20200114:0530,706.06,748.33,131.07,8.18,35.72,14.78,2.0,0.0
20200114:0630,726.41,750.67,171.71,8.85,40.73,16.31,1.66,0.0
20200114:0730,766.38,846.44,143.43,9.45,41.71,16.83,1.38,0.0
20200114:0830,724.24,801.48,136.43,8.83,38.45,17.82,1.1,0.0
20200114:0930,630.36,682.51,120.03,7.28,31.65,18.47,1.17,0.0
20200114:1030,468.54,480.24,103.57,4.91,22.37,18.65,1.52,0.0
20200114:1130,244.34,241.35,73.19,2.19,11.5,18.35,1.93,0.0
20200114:1230,0.0,0.0,0.0,0.0,-0.37,17.29,2.34,0.0
20200114:1330,0.0,0.0,0.0,0.0,0.0,14.74,3.1,0.0
20200114:1430,0.0,0.0,0.0,0.0,0.0,13.25,3.45,0.0
20200114:1530,0.0,0.0,0.0,0.0,0.0,12.2,3.52,0.0
20200114:1630,0.0,0.0,0.0,0.0,0.0,11.36,3.38,0.0
20200114:1730,0.0,0.0,0.0,0.0,0.0,10.63,3.31,0.0
20200114:1830,0.0,0.0,0.0,0.0,0.0,9.95,3.24,0.0
20200114:1930,0.0,0.0,0.0,0.0,0.0,9.62,3.1,0.0
20200114:2030,0.0,0.0,0.0,0.0,0.0,9.13,3.1,0.0
20200114:2130,0.0,0.0,0.0,0.0,0.0,8.7,2.97,0.0
20200114:2230,0.0,0.0,0.0,0.0,0.0,8.28,2.97,0.0
20200114:2330,0.0,0.0,0.0,0.0,0.0,7.99,2.9,0.0
20200115:0030,0.0,0.0,0.0,0.0,0.0,7.64,2.9,0.0
20200115:0130,0.0,0.0,0.0,0.0,0.0,7.55,2.9,0.0
20200115:0230,120.6,122.47,41.96,0.92,6.22,7.66,2.97,0.0
20200115:0330,320.18,273.93,105.43,3.16,17.63,9.19,2.97,0.0
20200115:0430,449.99,377.58,152.38,4.96,27.75,11.89,3.52,0.0
20200115:0530,507.39,385.53,220.29,6.13,35.84,14.5,3.72,0.0
20200115:0630,560.72,469.08,207.67,6.83,40.88,16.44,3.86,0.0
20200115:0730,614.31,577.63,170.76,7.38,41.9,17.22,3.66,0.0
20200115:0830,439.46,336.74,194.44,5.51,38.65,18.08,3.72,0.0
20200115:0930,341.83,263.6,150.82,4.2,31.84,18.3,3.45,0.0
20200115:1030,243.47,200.15,100.01,2.83,22.56,18.19,3.38,0.0
20200115:1130,64.92,42.44,52.62,0.96,11.68,17.95,3.72,0.0
20200115:1230,0.0,0.0,0.0,0.0,-0.21,17.06,3.66,0.0
20200115:1330,0.0,0.0,0.0,0.0,0.0,16.1,3.93,0.0
20200115:1430,0.0,0.0,0.0,0.0,0.0,15.47,4.14,0.0
20200115:1530,0.0,0.0,0.0,0.0,0.0,15.05,4.34,0.0
20200115:1630,0.0,0.0,0.0,0.0,0.0,14.78,4.55,0.0
20200115:1730,0.0,0.0,0.0,0.0,0.0,14.02,4.28,0.0
20200115:1830,0.0,0.0,0.0,0.0,0.0,13.29,4.07,0.0
20200115:1930,0.0,0.0,0.0,0.0,0.0,13.37,3.86,0.0
20200115:2030,0.0,0.0,0.0,0.0,0.0,12.55,3.59,0.0
20200115:2130,0.0,0.0,0.0,0.0,0.0,12.15,3.52,0.0
20200115:2230,0.0,0.0,0.0,0.0,0.0,11.59,3.31,0.0
20200115:2330,0.0,0.0,0.0,0.0,0.0,10.88,3.1,0.0
20200116:0030,0.0,0.0,0.0,0.0,0.0,10.43,2.97,0.0
20200116:0130,0.0,0.0,0.0,0.0,0.0,9.8,3.03,0.0
20200116:0230,64.28,67.31,29.05,0.62,6.25,9.45,3.17,0.0
20200116:0330,200.16,156.38,86.58,2.21,17.68,9.72,3.1,0.0
20200116:0430,247.2,177.82,115.58,3.0,27.84,10.94,3.52,0.0
20200116:0530,231.41,118.09,159.64,3.23,35.97,12.31,3.79,0.0
20200116:0630,486.93,345.53,230.85,6.09,41.05,13.34,3.93,0.0
20200116:0730,421.09,274.0,229.27,5.5,42.09,15.67,3.93,0.0
20200116:0830,244.7,92.82,206.04,3.69,38.85,16.33,4.14,0.0
20200116:0930,295.28,197.8,157.79,3.78,32.04,16.44,4.28,0.0
20200116:1030,231.46,162.94,120.75,2.83,22.74,16.66,4.48,0.0
20200116:1130,138.11,113.6,68.32,1.51,11.85,16.6,4.41,0.0
20200116:1230,0.0,0.0,0.0,0.0,-0.05,15.86,3.59,0.0
20200116:1330,0.0,0.0,0.0,0.0,0.0,14.34,3.03,0.0
20200116:1430,0.0,0.0,0.0,0.0,0.0,13.3,2.76,0.0
20200116:1530,0.0,0.0,0.0,0.0,0.0,12.69,2.48,0.0
20200116:1630,0.0,0.0,0.0,0.0,0.0,11.72,2.21,0.0
20200116:1730,0.0,0.0,0.0,0.0,0.0,10.92,1.93,0.0
20200116:1830,0.0,0.0,0.0,0.0,0.0,9.94,1.79,0.0
20200116:1930,0.0,0.0,0.0,0.0,0.0,9.13,1.93,0.0
20200116:2030,0.0,0.0,0.0,0.0,0.0,8.28,1.86,0.0
20200116:2130,0.0,0.0,0.0,0.0,0.0,7.63,1.93,0.0
20200116:2230,0.0,0.0,0.0,0.0,0.0,7.19,1.93,0.0
20200116:2330,0.0,0.0,0.0,0.0,0.0,6.87,1.93,0.0
20200117:0030,0.0,0.0,0.0,0.0,0.0,6.46,1.86,0.0
20200117:0130,0.0,0.0,0.0,0.0,0.0,6.06,1.79,0.0
20200117:0230,131.13,130.93,45.47,0.99,6.28,5.74,1.59,0.0
20200117:0330,355.71,320.75,103.06,3.47,17.74,7.61,0.9,0.0
20200117:0430,565.75,571.44,118.95,6.17,27.93,11.71,0.97,0.0
20200117:0530,690.04,726.58,138.83,8.13,36.1,14.51,1.38,0.0
20200117:0630,762.76,852.41,128.28,9.37,41.22,16.0,1.31,0.0
20200117:0730,750.69,828.58,154.67,9.48,42.29,17.38,0.83,0.0
20200117:0830,713.75,776.8,146.34,8.79,39.06,18.28,1.17,0.0
20200117:0930,625.82,667.42,125.31,7.28,32.24,18.86,1.52,0.0
20200117:1030,468.23,475.91,106.89,4.98,22.93,18.99,1.72,0.0
20200117:1130,246.01,242.36,74.14,2.26,12.03,18.67,1.93,0.0
20200117:1230,0.85,0.0,7.8,0.12,0.11,17.62,2.07,0.0
20200117:1330,0.0,0.0,0.0,0.0,0.0,14.99,2.83,0.0
20200117:1430,0.0,0.0,0.0,0.0,0.0,13.32,2.9,0.0
20200117:1530,0.0,0.0,0.0,0.0,0.0,12.22,2.83,0.0
20200117:1630,0.0,0.0,0.0,0.0,0.0,11.27,2.62,0.0
20200117:1730,0.0,0.0,0.0,0.0,0.0,10.41,2.41,0.0
20200117:1830,0.0,0.0,0.0,0.0,0.0,9.63,2.28,0.0
20200117:1930,0.0,0.0,0.0,0.0,0.0,9.06,2.21,0.0
20200117:2030,0.0,0.0,0.0,0.0,0.0,8.3,2.14,0.0
20200117:2130,0.0,0.0,0.0,0.0,0.0,7.63,2.14,0.0
20200117:2230,0.0,0.0,0.0,0.0,0.0,7.17,2.14,0.0
20200117:2330,0.0,0.0,0.0,0.0,0.0,6.76,2.07,0.0
20200118:0030,0.0,0.0,0.0,0.0,0.0,6.41,2.0,0.0
20200118:0130,0.0,0.0,0.0,0.0,0.0,6.05,1.93,0.0
20200118:0230,136.43,136.93,46.01,1.03,6.32,5.86,1.86,0.0
20200118:0330,381.38,358.96,94.62,3.66,17.81,7.76,1.24,0.0
20200118:0430,570.85,578.55,117.56,6.24,28.03,12.67,1.38,0.0
20200118:0530,703.23,750.32,128.51,8.25,36.24,15.73,2.07,0.0
20200118:0630,753.1,812.86,154.67,9.32,41.4,17.44,1.66,0.0
20200118:0730,761.83,869.24,136.81,9.69,42.5,18.33,0.83,0.0
20200118:0830,696.95,760.72,151.02,8.72,39.27,19.16,0.76,0.0
20200118:0930,602.95,627.52,136.62,7.08,32.45,19.66,1.52,0.0
20200118:1030,456.14,448.11,118.89,4.91,23.13,19.74,2.14,0.0
20200118:1130,242.38,236.98,74.53,2.26,12.2,19.25,2.76,0.0
20200118:1230,1.06,0.0,8.29,0.12,0.28,17.98,2.9,0.0
20200118:1330,0.0,0.0,0.0,0.0,0.0,15.34,3.45,0.0
20200118:1430,0.0,0.0,0.0,0.0,0.0,13.8,3.66,0.0
20200118:1530,0.0,0.0,0.0,0.0,0.0,12.75,3.66,0.0
20200118:1630,0.0,0.0,0.0,0.0,0.0,11.81,3.52,0.0
20200118:1730,0.0,0.0,0.0,0.0,0.0,10.96,3.31,0.0
20200118:1830,0.0,0.0,0.0,0.0,0.0,10.19,2.97,0.0
20200118:1930,0.0,0.0,0.0,0.0,0.0,9.73,2.76,0.0
20200118:2030,0.0,0.0,0.0,0.0,0.0,9.11,2.69,0.0
20200118:2130,0.0,0.0,0.0,0.0,0.0,8.55,2.62,0.0
20200118:2230,0.0,0.0,0.0,0.0,0.0,7.99,2.55,0.0
20200118:2330,0.0,0.0,0.0,0.0,0.0,7.44,2.41,0.0
20200119:0030,0.0,0.0,0.0,0.0,0.0,6.9,2.34,0.0
20200119:0130,0.0,0.0,0.0,0.0,0.0,6.41,2.28,0.0
20200119:0230,137.56,138.11,46.28,1.04,6.37,5.96,2.14,0.0
20200119:0330,386.68,363.33,94.72,3.7,17.88,7.25,1.45,0.0
20200119:0430,578.52,585.23,116.72,6.3,28.13,12.44,1.72,0.0
20200119:0530,710.52,753.94,129.03,8.31,36.38,15.66,2.48,0.0
20200119:0630,779.05,853.39,135.87,9.51,41.58,17.35,2.48,0.0
20200119:0730,788.08,876.91,136.06,9.78,42.71,17.8,2.07,0.0
20200119:0830,739.29,818.93,131.27,9.06,39.49,18.62,1.79,0.0
20200119:0930,637.1,682.11,122.88,7.43,32.66,19.1,1.86,0.0
20200119:1030,475.18,483.86,106.77,5.09,23.32,19.22,2.0,0.0
20200119:1130,251.62,246.79,76.1,2.35,12.38,18.84,2.21,0.0
20200119:1230,1.34,0.0,8.91,0.13,0.44,17.7,2.14,0.0
20200119:1330,0.0,0.0,0.0,0.0,0.0,15.01,2.9,0.0
20200119:1430,0.0,0.0,0.0,0.0,0.0,13.39,2.97,0.0
20200119:1530,0.0,0.0,0.0,0.0,0.0,12.3,2.9,0.0
20200119:1630,0.0,0.0,0.0,0.0,0.0,11.41,2.83,0.0
20200119:1730,0.0,0.0,0.0,0.0,0.0,10.58,2.69,0.0
20200119:1830,0.0,0.0,0.0,0.0,0.0,9.82,2.55,0.0
20200119:1930,0.0,0.0,0.0,0.0,0.0,9.28,2.41,0.0
20200119:2030,0.0,0.0,0.0,0.0,0.0,8.62,2.34,0.0
20200119:2130,0.0,0.0,0.0,0.0,0.0,7.98,2.28,0.0
20200119:2230,0.0,0.0,0.0,0.0,0.0,7.4,2.21,0.0
20200119:2330,0.0,0.0,0.0,0.0,0.0,6.92,2.21,0.0
20200120:0030,0.0,0.0,0.0,0.0,0.0,6.5,2.21,0.0
20200120:0130,0.0,0.0,0.0,0.0,0.0,6.19,2.28,0.0
20200120:0230,107.69,97.65,49.62,0.94,6.42,5.99,2.28,0.0
20200120:0330,314.77,243.92,129.07,3.28,17.96,7.61,1.79,0.0
20200120:0430,513.22,445.35,171.5,5.77,28.24,12.41,2.0,0.0
20200120:0530,662.45,637.0,183.22,7.89,36.53,15.75,2.34,0.0
20200120:0630,688.48,620.16,246.24,8.65,41.77,17.86,2.41,0.0
20200120:0730,666.3,555.26,290.98,8.65,42.93,18.77,2.0,0.0
20200120:0830,588.58,486.51,257.91,7.58,39.72,19.8,1.72,0.0
20200120:0930,422.94,256.98,273.84,5.73,32.88,20.36,1.24,0.0
20200120:1030,276.52,160.83,188.3,3.7,23.52,20.59,0.83,0.0
20200120:1130,118.04,62.16,98.99,1.68,12.56,20.42,0.21,0.0
20200120:1230,2.43,0.0,11.19,0.16,0.61,19.67,1.59,0.0
20200120:1330,0.0,0.0,0.0,0.0,0.0,17.06,2.62,0.0
20200120:1430,0.0,0.0,0.0,0.0,0.0,15.32,2.76,0.0
20200120:1530,0.0,0.0,0.0,0.0,0.0,14.14,2.83,0.0
20200120:1630,0.0,0.0,0.0,0.0,0.0,13.37,2.76,0.0
20200120:1730,0.0,0.0,0.0,0.0,0.0,12.49,2.69,0.0
20200120:1830,0.0,0.0,0.0,0.0,0.0,11.96,2.41,0.0
20200120:1930,0.0,0.0,0.0,0.0,0.0,11.66,2.28,0.0
20200120:2030,0.0,0.0,0.0,0.0,0.0,11.33,2.21,0.0
20200120:2130,0.0,0.0,0.0,0.0,0.0,11.11,2.14,0.0
20200120:2230,0.0,0.0,0.0,0.0,0.0,10.84,2.07,0.0
20200120:2330,0.0,0.0,0.0,0.0,0.0,10.51,2.14,0.0
20200121:0030,0.0,0.0,0.0,0.0,0.0,10.2,2.21,0.0
20200121:0130,0.0,0.0,0.0,0.0,0.0,9.96,2.28,0.0
20200121:0230,125.22,125.76,46.14,1.01,6.48,9.49,2.48,0.0
20200121:0330,370.16,351.31,92.51,3.63,18.04,10.76,2.0,0.0
20200121:0430,564.27,570.85,114.96,6.21,28.36,14.8,2.41,0.0
20200121:0530,687.65,733.35,130.58,8.2,36.69,17.82,2.28,0.0
20200121:0630,746.85,834.35,135.42,9.39,41.97,20.15,1.79,0.0
20200121:0730,749.01,856.43,136.58,9.65,43.15,21.44,1.24,0.0
20200121:0830,707.65,800.46,132.29,8.96,39.95,22.42,1.31,0.0
20200121:0930,613.62,669.99,122.89,7.39,33.1,22.93,1.52,0.0
20200121:1030,459.63,477.19,106.34,5.09,23.72,23.0,1.66,0.0
20200121:1130,245.29,244.56,76.24,2.39,12.75,22.63,1.93,0.0
20200121:1230,1.69,0.0,9.75,0.14,0.77,21.36,2.14,0.0
20200121:1330,0.0,0.0,0.0,0.0,0.0,18.39,2.97,0.0
20200121:1430,0.0,0.0,0.0,0.0,0.0,16.68,3.1,0.0
20200121:1530,0.0,0.0,0.0,0.0,0.0,15.6,3.17,0.0
20200121:1630,0.0,0.0,0.0,0.0,0.0,14.76,3.24,0.0
20200121:1730,0.0,0.0,0.0,0.0,0.0,14.02,3.24,0.0
20200121:1830,0.0,0.0,0.0,0.0,0.0,13.28,3.1,0.0
20200121:1930,0.0,0.0,0.0,0.0,0.0,12.63,2.97,0.0
20200121:2030,0.0,0.0,0.0,0.0,0.0,11.91,2.76,0.0
20200121:2130,0.0,0.0,0.0,0.0,0.0,11.24,2.62,0.0
20200121:2230,0.0,0.0,0.0,0.0,0.0,10.66,2.48,0.0
20200121:2330,0.0,0.0,0.0,0.0,0.0,10.21,2.34,0.0
20200122:0030,0.0,0.0,0.0,0.0,0.0,9.92,2.28,0.0
20200122:0130,0.0,0.0,0.0,0.0,0.0,9.72,2.28,0.0
20200122:0230,121.9,122.85,45.21,1.0,6.54,9.55,2.28,0.0
20200122:0330,359.54,335.31,95.65,3.57,18.13,10.8,2.07,0.0
20200122:0430,555.55,550.06,121.29,6.12,28.48,14.0,2.48,0.0
20200122:0530,681.16,709.54,136.72,8.07,36.85,16.88,2.62,0.0
20200122:0630,752.66,818.9,140.2,9.32,42.17,19.3,2.62,0.0
20200122:0730,768.42,844.03,140.19,9.6,43.38,20.28,2.83,0.0
20200122:0830,714.82,768.33,146.47,8.85,40.18,21.24,2.62,0.0
20200122:0930,621.27,655.26,129.11,7.35,33.32,21.75,2.76,0.0
20200122:1030,464.1,468.66,109.4,5.08,23.92,21.86,3.1,0.0
20200122:1130,247.6,242.21,77.26,2.41,12.93,21.38,3.52,0.0
20200122:1230,1.98,0.0,10.31,0.15,0.94,20.22,3.31,0.0
20200122:1330,0.0,0.0,0.0,0.0,0.0,17.75,3.24,0.0
20200122:1430,0.0,0.0,0.0,0.0,0.0,16.16,3.45,0.0
20200122:1530,0.0,0.0,0.0,0.0,0.0,14.97,3.52,0.0
20200122:1630,0.0,0.0,0.0,0.0,0.0,13.96,3.45,0.0
20200122:1730,0.0,0.0,0.0,0.0,0.0,13.05,3.45,0.0
20200122:1830,0.0,0.0,0.0,0.0,0.0,12.25,3.45,0.0
20200122:1930,0.0,0.0,0.0,0.0,0.0,11.87,3.31,0.0
20200122:2030,0.0,0.0,0.0,0.0,0.0,11.22,3.17,0.0
20200122:2130,0.0,0.0,0.0,0.0,0.0,10.57,3.03,0.0
20200122:2230,0.0,0.0,0.0,0.0,0.0,9.92,2.83,0.0
20200122:2330,0.0,0.0,0.0,0.0,0.0,9.28,2.69,0.0
20200123:0030,0.0,0.0,0.0,0.0,0.0,8.63,2.55,0.0
20200123:0130,0.0,0.0,0.0,0.0,-5.78,8.06,2.48,0.0
20200123:0230,134.68,135.0,47.3,1.08,6.6,7.58,2.48,0.0
20200123:0330,384.86,361.02,96.31,3.78,18.22,8.9,2.07,0.0
20200123:0430,586.1,585.87,119.25,6.42,28.61,12.7,2.62,0.0
20200123:0530,721.71,757.89,132.38,8.49,37.02,15.54,3.1,0.0
20200123:0630,796.37,862.86,139.0,9.74,42.38,17.79,3.45,0.0
20200123:0730,804.84,888.73,139.52,10.04,43.62,19.54,3.17,0.0
20200123:0830,758.15,830.8,136.48,9.34,40.42,20.6,3.1,0.0
20200123:0930,654.04,697.83,126.83,7.73,33.54,21.2,3.03,0.0
20200123:1030,488.83,495.78,112.39,5.35,24.13,21.34,3.17,0.0
20200123:1130,262.91,255.81,82.07,2.56,13.12,20.94,3.24,0.0
20200123:1230,2.75,0.0,11.8,0.17,1.11,19.75,2.41,0.0
20200123:1330,0.0,0.0,0.0,0.0,0.0,17.24,2.62,0.0
20200123:1430,0.0,0.0,0.0,0.0,0.0,15.32,2.55,0.0
20200123:1530,0.0,0.0,0.0,0.0,0.0,13.88,2.55,0.0
20200123:1630,0.0,0.0,0.0,0.0,0.0,12.64,2.62,0.0
20200123:1730,0.0,0.0,0.0,0.0,0.0,11.63,2.69,0.0
20200123:1830,0.0,0.0,0.0,0.0,0.0,10.76,2.62,0.0
20200123:1930,0.0,0.0,0.0,0.0,0.0,10.19,2.48,0.0
20200123:2030,0.0,0.0,0.0,0.0,0.0,9.44,2.48,0.0
20200123:2130,0.0,0.0,0.0,0.0,0.0,8.63,2.41,0.0
20200123:2230,0.0,0.0,0.0,0.0,0.0,7.82,2.28,0.0
20200123:2330,0.0,0.0,0.0,0.0,0.0,7.03,2.14,0.0
20200124:0030,0.0,0.0,0.0,0.0,0.0,6.3,2.07,0.0
20200124:0130,0.0,0.0,0.0,0.0,-5.73,5.78,2.14,0.0
20200124:0230,139.38,138.49,48.0,1.11,6.68,5.31,2.07,0.0
20200124:0330,391.3,368.53,96.42,3.85,18.32,7.55,1.31,0.0
20200124:0430,582.42,593.59,119.31,6.52,28.74,12.84,1.31,0.0
20200124:0530,712.02,764.98,132.53,8.58,37.19,16.09,1.79,0.0
20200124:0630,777.65,866.41,138.66,9.8,42.6,18.13,1.79,0.0
20200124:0730,783.11,888.99,140.2,10.08,43.86,19.67,1.52,0.0
20200124:0830,735.55,831.4,136.07,9.37,40.67,20.89,1.31,0.0
20200124:0930,637.85,698.09,126.36,7.76,33.77,21.67,1.38,0.0
20200124:1030,481.93,500.23,109.92,5.39,24.34,22.02,1.66,0.0
20200124:1130,262.62,261.02,80.06,2.6,13.3,21.79,1.79,0.0
20200124:1230,2.48,0.0,11.33,0.16,1.28,20.78,1.59,0.0
20200124:1330,0.0,0.0,0.0,0.0,0.0,18.81,1.86,0.0
20200124:1430,0.0,0.0,0.0,0.0,0.0,16.42,1.86,0.0
20200124:1530,0.0,0.0,0.0,0.0,0.0,14.06,1.93,0.0
20200124:1630,0.0,0.0,0.0,0.0,0.0,12.52,1.66,0.0
20200124:1730,0.0,0.0,0.0,0.0,0.0,11.71,1.59,0.0
20200124:1830,0.0,0.0,0.0,0.0,0.0,11.27,1.45,0.0
20200124:1930,0.0,0.0,0.0,0.0,0.0,9.52,1.86,0.0
20200124:2030,0.0,0.0,0.0,0.0,0.0,9.13,1.79,0.0
20200124:2130,0.0,0.0,0.0,0.0,0.0,8.64,1.72,0.0
20200124:2230,0.0,0.0,0.0,0.0,0.0,8.22,1.72,0.0
20200124:2330,0.0,0.0,0.0,0.0,0.0,8.04,1.59,0.0
20200125:0030,0.0,0.0,0.0,0.0,0.0,7.89,1.52,0.0
20200125:0130,0.0,0.0,0.0,0.0,-5.68,7.13,1.72,0.0
20200125:0230,129.86,130.45,45.9,1.07,6.75,6.8,1.72,0.0
20200125:0330,370.04,351.63,93.55,3.72,18.42,9.65,0.97,0.0
20200125:0430,556.82,571.19,116.29,6.32,28.88,15.09,1.24,0.0
20200125:0530,681.31,738.62,129.55,8.34,37.37,19.16,1.79,0.0
20200125:0630,743.91,837.84,136.57,9.54,42.82,21.26,1.66,0.0
20200125:0730,747.91,861.58,138.28,9.83,44.11,22.58,1.17,0.0
20200125:0830,698.33,805.54,134.37,9.15,40.92,23.67,0.69,0.0
20200125:0930,601.84,673.96,124.85,7.56,34.0,24.36,0.48,0.0
20200125:1030,454.31,479.84,108.07,5.24,24.55,24.64,0.76,0.0
20200125:1130,230.53,220.8,84.7,2.42,13.49,24.51,1.1,0.0
20200125:1230,2.57,0.0,11.61,0.17,1.45,23.66,1.17,0.0
20200125:1330,0.0,0.0,0.0,0.0,0.0,21.58,1.45,0.0
20200125:1430,0.0,0.0,0.0,0.0,0.0,18.88,1.66,0.0
20200125:1530,0.0,0.0,0.0,0.0,0.0,16.52,2.14,0.0
20200125:1630,0.0,0.0,0.0,0.0,0.0,14.83,2.28,0.0
20200125:1730,0.0,0.0,0.0,0.0,0.0,13.54,2.21,0.0
20200125:1830,0.0,0.0,0.0,0.0,0.0,12.53,2.21,0.0
20200125:1930,0.0,0.0,0.0,0.0,0.0,11.77,2.28,0.0
20200125:2030,0.0,0.0,0.0,0.0,0.0,11.06,2.21,0.0
20200125:2130,0.0,0.0,0.0,0.0,0.0,10.49,2.14,0.0
20200125:2230,0.0,0.0,0.0,0.0,0.0,9.95,2.14,0.0
20200125:2330,0.0,0.0,0.0,0.0,0.0,9.47,2.14,0.0
20200126:0030,0.0,0.0,0.0,0.0,0.0,9.06,2.07,0.0
20200126:0130,0.0,0.0,0.0,0.0,-5.61,8.66,2.07,0.0
20200126:0230,130.17,130.84,46.89,1.09,6.83,8.35,2.14,0.0
20200126:0330,373.11,354.92,94.73,3.78,18.53,10.64,1.31,0.0
20200126:0430,557.19,577.2,117.56,6.41,29.02,16.72,1.17,0.0
20200126:0530,676.59,747.5,130.84,8.46,37.56,21.44,1.45,0.0
20200126:0630,735.88,849.83,137.91,9.7,43.04,23.74,1.17,0.0
20200126:0730,742.87,874.81,139.46,10.0,44.36,24.96,0.9,0.0
20200126:0830,705.42,819.13,135.51,9.32,41.17,25.79,1.03,0.0
20200126:0930,614.07,686.66,125.89,7.71,34.24,26.24,1.24,0.0
20200126:1030,461.63,489.75,108.91,5.35,24.76,26.33,1.31,0.0
20200126:1130,245.93,251.31,76.48,2.55,13.68,26.01,1.03,0.0
20200126:1230,2.36,0.0,11.24,0.16,1.62,25.17,0.55,0.0
20200126:1330,0.0,0.0,0.0,0.0,0.0,23.51,0.14,0.0
20200126:1430,0.0,0.0,0.0,0.0,0.0,21.59,0.41,0.0
20200126:1530,0.0,0.0,0.0,0.0,0.0,18.11,1.93,0.0
20200126:1630,0.0,0.0,0.0,0.0,0.0,17.02,2.34,0.0
20200126:1730,0.0,0.0,0.0,0.0,0.0,16.24,2.41,0.0
20200126:1830,0.0,0.0,0.0,0.0,0.0,15.43,2.48,0.0
20200126:1930,0.0,0.0,0.0,0.0,0.0,15.84,3.03,0.0
20200126:2030,0.0,0.0,0.0,0.0,0.0,15.55,2.76,0.0
20200126:2130,0.0,0.0,0.0,0.0,0.0,15.09,2.41,0.0
20200126:2230,0.0,0.0,0.0,0.0,0.0,14.6,2.0,0.0
20200126:2330,0.0,0.0,0.0,0.0,0.0,13.53,1.66,0.0
20200127:0030,0.0,0.0,0.0,0.0,0.0,13.0,1.52,0.0
20200127:0130,0.0,0.0,0.0,0.0,-5.55,12.34,1.79,0.0
20200127:0230,83.68,86.81,35.64,0.82,6.92,11.82,1.86,0.0
20200127:0330,293.39,267.04,92.01,3.14,18.65,13.48,1.17,0.0
20200127:0430,390.06,366.61,112.37,4.6,29.17,18.1,1.38,0.0
20200127:0530,562.92,564.49,145.23,7.0,37.75,20.67,1.66,0.0
20200127:0630,666.61,696.57,168.05,8.64,43.28,23.03,1.86,0.0
20200127:0730,714.55,807.6,135.38,9.35,44.62,24.73,1.93,0.0
20200127:0830,589.57,587.92,168.86,7.6,41.43,25.89,2.76,0.0
20200127:0930,508.31,511.45,128.69,6.22,34.48,26.05,3.86,0.0
20200127:1030,293.04,253.33,116.17,3.58,24.97,25.84,4.55,0.0
20200127:1130,180.94,181.34,59.45,1.95,13.87,24.99,4.55,0.0
20200127:1230,2.31,0.0,11.1,0.16,1.79,24.09,3.79,0.0
20200127:1330,0.0,0.0,0.0,0.0,0.0,21.73,2.97,0.0
20200127:1430,0.0,0.0,0.0,0.0,0.0,19.99,2.69,0.0
20200127:1530,0.0,0.0,0.0,0.0,0.0,18.91,2.34,0.0
20200127:1630,0.0,0.0,0.0,0.0,0.0,17.41,2.14,0.0
20200127:1730,0.0,0.0,0.0,0.0,0.0,16.34,2.14,0.0
20200127:1830,0.0,0.0,0.0,0.0,0.0,15.46,2.07,0.0
20200127:1930,0.0,0.0,0.0,0.0,0.0,15.25,2.41,0.0
20200127:2030,0.0,0.0,0.0,0.0,0.0,14.69,2.28,0.0
20200127:2130,0.0,0.0,0.0,0.0,0.0,14.17,1.59,0.0
20200127:2230,0.0,0.0,0.0,0.0,0.0,13.49,0.9,0.0
20200127:2330,0.0,0.0,0.0,0.0,0.0,13.5,0.83,0.0
20200128:0030,0.0,0.0,0.0,0.0,0.0,12.56,1.31,0.0
20200128:0130,0.0,0.0,0.0,0.0,-5.48,12.09,1.66,0.0
20200128:0230,57.92,51.81,37.13,0.71,7.01,12.05,1.52,0.0
20200128:0330,175.7,131.11,89.47,2.17,18.77,13.93,1.59,0.0
20200128:0430,280.45,192.99,148.37,3.63,29.33,16.25,2.28,0.0
20200128:0530,477.27,384.73,196.1,6.03,37.95,17.72,2.83,0.0
20200128:0630,675.89,669.71,171.23,8.45,43.52,19.4,3.52,0.0
20200128:0730,639.48,625.36,165.11,8.01,44.88,19.9,3.86,0.0
20200128:0830,578.7,548.62,161.33,7.18,41.69,20.3,4.21,0.0
20200128:0930,499.31,464.61,143.3,6.0,34.72,20.23,4.48,0.0
20200128:1030,435.47,421.37,109.78,4.87,25.19,20.06,4.62,0.0
20200128:1130,180.44,172.14,62.37,1.94,14.06,19.75,4.34,0.0
20200128:1230,3.29,0.0,12.78,0.18,1.96,18.82,3.66,0.0
