time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20201030:1030,361.04,371.68,105.68,4.56,22.66,30.9,1.59,0.0
20201030:1130,143.45,146.33,63.24,1.74,10.59,30.4,1.52,0.0
20201030:1230,0.0,0.0,0.0,0.0,-2.15,28.97,1.17,0.0
20201030:1330,0.0,0.0,0.0,0.0,0.0,26.79,0.9,0.0
20201030:1430,0.0,0.0,0.0,0.0,0.0,24.84,0.76,0.0
20201030:1530,0.0,0.0,0.0,0.0,0.0,23.98,0.76,0.0
20201030:1630,0.0,0.0,0.0,0.0,0.0,22.58,0.9,0.0
20201030:1730,0.0,0.0,0.0,0.0,0.0,19.9,1.45,0.0
20201030:1830,0.0,0.0,0.0,0.0,0.0,18.08,2.0,0.0
20201030:1930,0.0,0.0,0.0,0.0,0.0,17.77,2.69,0.0
20201030:2030,0.0,0.0,0.0,0.0,0.0,17.46,2.55,0.0
20201030:2130,0.0,0.0,0.0,0.0,0.0,17.03,2.41,0.0
20201030:2230,0.0,0.0,0.0,0.0,0.0,16.45,2.28,0.0
20201030:2330,0.0,0.0,0.0,0.0,0.0,15.8,2.07,0.0
20201031:0030,0.0,0.0,0.0,0.0,0.0,15.19,2.0,0.0
20201031:0130,38.44,58.59,18.16,0.42,2.69,14.67,1.93,0.0
20201031:0230,246.7,228.94,82.93,2.77,15.19,14.82,1.59,0.0
20201031:0330,457.07,458.13,116.01,5.59,26.86,19.8,1.1,0.0
20201031:0430,603.99,654.44,135.31,8.01,37.11,24.56,1.24,0.0
20201031:0530,694.35,790.82,146.73,9.71,44.93,27.59,1.45,0.0
20201031:0630,731.26,854.98,151.67,10.5,48.9,28.98,1.38,0.0
20201031:0730,707.73,839.17,150.41,10.3,47.91,29.77,0.76,0.0
20201031:0830,657.0,746.1,143.23,9.15,42.27,30.41,1.72,0.0
20201031:0930,541.09,584.67,129.03,7.15,33.35,30.58,2.21,0.0
20201031:1030,364.49,371.98,105.55,4.53,22.46,30.4,2.41,0.0
20201031:1130,143.71,146.2,62.81,1.72,10.42,29.81,2.14,0.0
20201031:1230,0.0,0.0,0.0,0.0,-2.3,28.17,1.72,0.0
20201031:1330,0.0,0.0,0.0,0.0,0.0,26.08,1.72,0.0
20201031:1430,0.0,0.0,0.0,0.0,0.0,24.04,1.79,0.0
20201031:1530,0.0,0.0,0.0,0.0,0.0,22.11,2.0,0.0
20201031:1630,0.0,0.0,0.0,0.0,0.0,20.73,2.41,0.0
20201031:1730,0.0,0.0,0.0,0.0,0.0,19.76,2.69,0.0
20201031:1830,0.0,0.0,0.0,0.0,0.0,19.05,2.76,0.0
20201031:1930,0.0,0.0,0.0,0.0,0.0,18.56,2.69,0.0
20201031:2030,0.0,0.0,0.0,0.0,0.0,17.98,2.62,0.0
20201031:2130,0.0,0.0,0.0,0.0,0.0,17.36,2.62,0.0
20201031:2230,0.0,0.0,0.0,0.0,0.0,16.77,2.55,0.0
20201031:2330,0.0,0.0,0.0,0.0,0.0,16.24,2.48,0.0
20201101:0030,0.0,0.0,0.0,0.0,0.0,15.76,2.41,0.0
20201101:0130,39.27,60.47,17.95,0.41,2.54,15.26,2.28,0.0
20201101:0230,248.6,231.27,83.04,2.76,15.01,15.24,1.93,0.0
20201101:0330,462.08,461.83,116.23,5.59,26.65,19.54,1.38,0.0
20201101:0430,610.8,658.58,135.55,8.02,36.86,23.97,1.45,0.0
20201101:0530,702.85,795.37,146.94,9.71,44.64,27.05,1.72,0.0
20201101:0630,740.06,859.62,151.8,10.51,48.58,28.52,1.66,0.0
20201101:0730,723.12,844.79,150.64,10.32,47.6,29.03,1.31,0.0
20201101:0830,667.52,752.42,143.34,9.18,41.99,29.62,2.07,0.0
20201101:0930,549.6,590.68,129.24,7.17,33.12,29.84,2.55,0.0
20201101:1030,369.88,376.55,105.74,4.54,22.26,29.7,2.62,0.0
20201101:1130,145.73,148.21,62.92,1.71,10.25,29.11,2.07,0.0
20201101:1230,0.0,0.0,0.0,0.0,-2.45,27.56,1.38,0.0
20201101:1330,0.0,0.0,0.0,0.0,0.0,25.41,0.97,0.0
20201101:1430,0.0,0.0,0.0,0.0,0.0,23.73,0.69,0.0
20201101:1530,0.0,0.0,0.0,0.0,0.0,22.89,0.41,0.0
20201101:1630,0.0,0.0,0.0,0.0,0.0,21.92,0.21,0.0
20201101:1730,0.0,0.0,0.0,0.0,0.0,20.95,0.14,0.0
20201101:1830,0.0,0.0,0.0,0.0,0.0,20.1,0.28,0.0
20201101:1930,0.0,0.0,0.0,0.0,0.0,19.38,0.83,0.0
20201101:2030,0.0,0.0,0.0,0.0,0.0,17.98,1.1,0.0
20201101:2130,0.0,0.0,0.0,0.0,0.0,17.4,1.1,0.0
20201101:2230,0.0,0.0,0.0,0.0,0.0,16.71,1.31,0.0
20201101:2330,0.0,0.0,0.0,0.0,0.0,15.84,1.52,0.0
20201102:0030,0.0,0.0,0.0,0.0,0.0,14.96,1.79,0.0
20201102:0130,41.07,63.51,17.78,0.4,2.38,14.43,1.93,0.0
20201102:0230,253.59,235.73,83.72,2.77,14.83,14.5,1.86,0.0
20201102:0330,467.81,469.58,116.93,5.64,26.44,18.77,0.97,0.0
20201102:0430,612.77,668.57,136.21,8.09,36.61,24.5,1.1,0.0
20201102:0530,706.78,806.6,147.51,9.79,44.34,27.53,1.59,0.0
20201102:0630,746.55,868.85,152.15,10.57,48.26,29.13,1.86,0.0
20201102:0730,733.56,853.11,150.96,10.37,47.29,29.79,1.86,0.0
20201102:0830,669.93,759.16,143.58,9.21,41.72,30.23,2.07,0.0
20201102:0930,549.16,595.83,129.36,7.19,32.89,30.36,2.14,0.0
20201102:1030,370.26,379.96,105.99,4.54,22.07,30.23,2.14,0.0
20201102:1130,146.16,149.77,62.85,1.7,10.09,29.59,1.52,0.0
20201102:1230,0.0,0.0,0.0,0.0,-2.59,28.14,1.1,0.0
20201102:1330,0.0,0.0,0.0,0.0,0.0,25.58,1.31,0.0
20201102:1430,0.0,0.0,0.0,0.0,0.0,22.47,1.59,0.0
20201102:1530,0.0,0.0,0.0,0.0,0.0,20.27,1.72,0.0
20201102:1630,0.0,0.0,0.0,0.0,0.0,18.79,1.66,0.0
20201102:1730,0.0,0.0,0.0,0.0,0.0,17.61,1.72,0.0
20201102:1830,0.0,0.0,0.0,0.0,0.0,16.38,2.07,0.0
20201102:1930,0.0,0.0,0.0,0.0,0.0,15.59,2.41,0.0
20201102:2030,0.0,0.0,0.0,0.0,0.0,15.03,2.41,0.0
20201102:2130,0.0,0.0,0.0,0.0,0.0,14.73,2.41,0.0
20201102:2230,0.0,0.0,0.0,0.0,0.0,14.52,2.55,0.0
20201102:2330,0.0,0.0,0.0,0.0,0.0,14.31,2.55,0.0
20201103:0030,0.0,0.0,0.0,0.0,0.0,14.04,2.62,0.0
20201103:0130,4.43,0.0,14.55,0.21,2.23,13.72,2.55,0.0
20201103:0230,254.55,235.79,83.39,2.75,14.65,13.91,2.28,0.0
20201103:0330,471.64,469.46,116.52,5.6,26.23,18.58,1.66,0.0
20201103:0430,623.31,667.59,135.62,8.03,36.36,23.57,2.0,0.0
20201103:0530,717.68,804.35,146.75,9.73,44.05,26.74,2.41,0.0
20201103:0630,759.96,867.55,151.49,10.51,47.95,28.89,2.97,0.0
20201103:0730,741.12,851.05,150.15,10.3,46.98,29.82,2.62,0.0
20201103:0830,674.81,756.55,142.68,9.14,41.45,30.45,2.9,0.0
20201103:0930,551.5,592.86,128.55,7.12,32.66,30.65,3.1,0.0
20201103:1030,368.9,377.12,105.01,4.47,21.88,30.5,2.9,0.0
20201103:1130,143.81,147.69,61.72,1.65,9.93,29.8,2.0,0.0
20201103:1230,0.0,0.0,0.0,0.0,-2.73,28.12,1.72,0.0
20201103:1330,0.0,0.0,0.0,0.0,0.0,25.66,1.66,0.0
20201103:1430,0.0,0.0,0.0,0.0,0.0,22.94,1.59,0.0
20201103:1530,0.0,0.0,0.0,0.0,0.0,21.09,1.31,0.0
20201103:1630,0.0,0.0,0.0,0.0,0.0,21.36,0.97,0.0
20201103:1730,0.0,0.0,0.0,0.0,0.0,20.85,0.69,0.0
20201103:1830,0.0,0.0,0.0,0.0,0.0,19.31,1.1,0.0
20201103:1930,0.0,0.0,0.0,0.0,0.0,15.58,2.14,0.0
20201103:2030,0.0,0.0,0.0,0.0,0.0,14.88,2.14,0.0
20201103:2130,0.0,0.0,0.0,0.0,0.0,14.35,2.14,0.0
20201103:2230,0.0,0.0,0.0,0.0,0.0,13.93,2.14,0.0
20201103:2330,0.0,0.0,0.0,0.0,0.0,13.58,2.21,0.0
20201104:0030,0.0,0.0,0.0,0.0,0.0,13.26,2.21,0.0
20201104:0130,4.07,0.0,13.9,0.2,2.07,12.96,2.21,0.0
20201104:0230,251.24,232.25,82.42,2.68,14.47,13.14,1.93,0.0
20201104:0330,466.54,465.01,115.61,5.52,26.02,18.05,1.24,0.0
20201104:0430,615.86,663.14,134.64,7.95,36.11,23.11,1.45,0.0
20201104:0530,706.7,800.2,145.74,9.64,43.77,26.36,1.66,0.0
20201104:0630,742.62,862.83,150.4,10.41,47.63,28.65,1.79,0.0
20201104:0730,729.06,846.36,149.12,10.21,46.68,29.82,1.93,0.0
20201104:0830,663.66,752.4,141.71,9.05,41.19,30.43,2.07,0.0
20201104:0930,543.06,589.34,127.52,7.04,32.44,30.63,2.21,0.0
20201104:1030,364.39,374.04,104.19,4.41,21.7,30.46,2.28,0.0
20201104:1130,141.63,145.8,60.72,1.61,9.77,29.73,1.93,0.0
20201104:1230,0.0,0.0,0.0,0.0,-2.86,27.56,2.48,0.0
20201104:1330,0.0,0.0,0.0,0.0,0.0,24.48,2.97,0.0
20201104:1430,0.0,0.0,0.0,0.0,0.0,22.68,3.03,0.0
20201104:1530,0.0,0.0,0.0,0.0,0.0,21.6,3.03,0.0
20201104:1630,0.0,0.0,0.0,0.0,0.0,20.73,3.03,0.0
20201104:1730,0.0,0.0,0.0,0.0,0.0,19.96,2.9,0.0
20201104:1830,0.0,0.0,0.0,0.0,0.0,19.2,2.83,0.0
20201104:1930,0.0,0.0,0.0,0.0,0.0,18.33,2.62,0.0
20201104:2030,0.0,0.0,0.0,0.0,0.0,17.61,2.48,0.0
20201104:2130,0.0,0.0,0.0,0.0,0.0,16.88,2.41,0.0
20201104:2230,0.0,0.0,0.0,0.0,0.0,16.21,2.41,0.0
20201104:2330,0.0,0.0,0.0,0.0,0.0,15.63,2.41,0.0
20201105:0030,0.0,0.0,0.0,0.0,0.0,15.11,2.34,0.0
20201105:0130,3.76,0.0,13.43,0.19,1.91,14.65,2.34,0.0
20201105:0230,247.39,230.43,81.66,2.64,14.29,14.67,2.07,0.0
20201105:0330,462.94,462.24,114.79,5.45,25.8,19.06,1.52,0.0
20201105:0430,613.55,659.03,133.67,7.86,35.86,23.77,1.79,0.0
20201105:0530,707.06,794.77,144.61,9.54,43.48,26.93,2.21,0.0
20201105:0630,746.13,855.06,149.02,10.28,47.33,29.0,2.62,0.0
20201105:0730,735.66,838.21,147.72,10.08,46.38,29.85,3.03,0.0
20201105:0830,666.91,743.66,140.5,8.92,40.93,30.32,3.1,0.0
20201105:0930,541.96,581.26,126.33,6.92,32.23,30.4,3.03,0.0
20201105:1030,360.37,367.35,103.05,4.32,21.52,30.18,2.83,0.0
20201105:1130,138.47,142.49,59.48,1.56,9.62,29.44,2.14,0.0
20201105:1230,0.0,0.0,0.0,0.0,-2.99,27.55,2.0,0.0
20201105:1330,0.0,0.0,0.0,0.0,0.0,25.28,2.14,0.0
20201105:1430,0.0,0.0,0.0,0.0,0.0,23.41,2.14,0.0
20201105:1530,0.0,0.0,0.0,0.0,0.0,21.97,2.14,0.0
20201105:1630,0.0,0.0,0.0,0.0,0.0,20.73,2.07,0.0
20201105:1730,0.0,0.0,0.0,0.0,0.0,19.54,2.0,0.0
20201105:1830,0.0,0.0,0.0,0.0,0.0,18.5,2.0,0.0
20201105:1930,0.0,0.0,0.0,0.0,0.0,17.53,2.07,0.0
20201105:2030,0.0,0.0,0.0,0.0,0.0,16.71,2.07,0.0
20201105:2130,0.0,0.0,0.0,0.0,0.0,16.04,2.0,0.0
20201105:2230,0.0,0.0,0.0,0.0,0.0,15.55,1.79,0.0
20201105:2330,0.0,0.0,0.0,0.0,0.0,15.35,1.66,0.0
20201106:0030,0.0,0.0,0.0,0.0,0.0,15.26,1.52,0.0
20201106:0130,3.38,0.0,12.78,0.18,1.75,14.8,1.59,0.0
20201106:0230,237.75,220.94,79.86,2.53,14.11,14.53,1.72,0.0
20201106:0330,447.04,447.62,113.53,5.28,25.59,19.27,0.9,0.0
20201106:0430,592.94,641.79,132.67,7.66,35.61,24.03,1.03,0.0
20201106:0530,679.62,777.37,143.47,9.32,43.2,26.84,0.97,0.0
20201106:0630,718.42,837.43,148.21,10.07,47.02,28.7,1.31,0.0
20201106:0730,708.63,822.5,147.15,9.88,46.09,29.76,1.59,0.0
20201106:0830,645.54,731.62,139.64,8.76,40.67,30.33,1.72,0.0
20201106:0930,524.24,572.06,125.49,6.8,32.02,30.5,1.38,0.0
20201106:1030,349.24,361.13,102.05,4.23,21.35,30.3,0.97,0.0
20201106:1130,134.14,139.34,58.3,1.51,9.48,29.84,0.62,0.0
20201106:1230,0.0,0.0,0.0,0.0,-3.11,28.36,0.07,0.0
20201106:1330,0.0,0.0,0.0,0.0,0.0,26.49,0.21,0.0
20201106:1430,0.0,0.0,0.0,0.0,0.0,25.13,0.55,0.0
20201106:1530,0.0,0.0,0.0,0.0,0.0,23.97,0.76,0.0
20201106:1630,0.0,0.0,0.0,0.0,0.0,23.11,0.9,0.0
20201106:1730,0.0,0.0,0.0,0.0,0.0,22.66,0.76,0.0
20201106:1830,0.0,0.0,0.0,0.0,0.0,21.81,0.55,0.0
20201106:1930,0.0,0.0,0.0,0.0,0.0,19.48,0.97,0.0
20201106:2030,0.0,0.0,0.0,0.0,0.0,16.79,1.66,0.0
20201106:2130,0.0,0.0,0.0,0.0,0.0,15.81,2.0,0.0
20201106:2230,0.0,0.0,0.0,0.0,0.0,15.33,2.07,0.0
20201106:2330,0.0,0.0,0.0,0.0,0.0,14.9,1.93,0.0
20201107:0030,0.0,0.0,0.0,0.0,0.0,14.54,1.86,0.0
20201107:0130,3.16,0.0,12.36,0.18,1.59,14.25,1.93,0.0
20201107:0230,239.38,223.17,79.53,2.52,13.93,14.4,1.72,0.0
20201107:0330,451.71,452.52,112.95,5.29,25.38,18.97,1.03,0.0
20201107:0430,596.54,648.81,131.85,7.68,35.37,23.73,0.9,0.0
20201107:0530,680.59,785.02,142.74,9.35,42.92,27.19,0.83,0.0
20201107:0630,704.31,847.98,147.42,10.13,46.73,29.08,0.28,0.0
20201107:0730,686.24,831.77,146.56,9.93,45.81,29.75,0.0,0.0
20201107:0830,632.34,739.15,139.33,8.79,40.43,30.21,0.34,0.0
20201107:0930,521.37,578.02,125.37,6.82,31.81,30.38,0.55,0.0
20201107:1030,351.19,365.48,102.06,4.24,21.18,30.24,0.62,0.0
20201107:1130,135.43,141.24,58.2,1.5,9.34,29.74,0.48,0.0
20201107:1230,0.0,0.0,0.0,0.0,-3.23,28.11,0.14,0.0
20201107:1330,0.0,0.0,0.0,0.0,0.0,25.92,0.83,0.0
20201107:1430,0.0,0.0,0.0,0.0,0.0,23.38,1.38,0.0
20201107:1530,0.0,0.0,0.0,0.0,0.0,21.57,1.59,0.0
20201107:1630,0.0,0.0,0.0,0.0,0.0,20.37,1.79,0.0
20201107:1730,0.0,0.0,0.0,0.0,0.0,19.49,1.86,0.0
20201107:1830,0.0,0.0,0.0,0.0,0.0,18.6,1.79,0.0
20201107:1930,0.0,0.0,0.0,0.0,0.0,20.12,0.69,0.0
20201107:2030,0.0,0.0,0.0,0.0,0.0,19.28,0.21,0.0
20201107:2130,0.0,0.0,0.0,0.0,0.0,18.56,0.62,0.0
20201107:2230,0.0,0.0,0.0,0.0,0.0,16.47,1.17,0.0
20201107:2330,0.0,0.0,0.0,0.0,0.0,14.84,1.59,0.0
20201108:0030,0.0,0.0,0.0,0.0,0.0,14.27,1.72,0.0
20201108:0130,2.94,0.0,11.94,0.17,1.43,13.83,1.93,0.0
20201108:0230,241.34,224.99,79.55,2.51,13.74,14.02,1.79,0.0
20201108:0330,454.43,455.97,112.98,5.29,25.17,18.73,0.97,0.0
20201108:0430,598.09,653.14,131.84,7.69,35.12,24.17,0.9,0.0
20201108:0530,686.53,789.86,142.82,9.36,42.64,27.54,1.1,0.0
20201108:0630,718.77,853.34,147.44,10.14,46.43,29.22,0.9,0.0
20201108:0730,708.01,837.78,146.17,9.95,45.53,30.04,1.03,0.0
20201108:0830,638.96,744.53,139.06,8.81,40.18,30.43,0.62,0.0
20201108:0930,522.29,582.49,125.17,6.83,31.61,30.57,0.41,0.0
20201108:1030,351.61,368.21,101.96,4.23,21.02,30.39,0.34,0.0
20201108:1130,136.0,142.3,58.0,1.49,9.21,29.88,0.55,0.0
20201108:1230,0.0,0.0,0.0,0.0,-3.34,28.42,0.62,0.0
20201108:1330,0.0,0.0,0.0,0.0,0.0,26.0,0.76,0.0
20201108:1430,0.0,0.0,0.0,0.0,0.0,24.44,0.76,0.0
20201108:1530,0.0,0.0,0.0,0.0,0.0,23.57,0.76,0.0
20201108:1630,0.0,0.0,0.0,0.0,0.0,22.6,1.03,0.0
20201108:1730,0.0,0.0,0.0,0.0,0.0,19.47,1.52,0.0
20201108:1830,0.0,0.0,0.0,0.0,0.0,17.48,2.07,0.0
20201108:1930,0.0,0.0,0.0,0.0,0.0,16.86,1.59,0.0
20201108:2030,0.0,0.0,0.0,0.0,0.0,15.82,1.66,0.0
20201108:2130,0.0,0.0,0.0,0.0,0.0,15.2,1.59,0.0
20201108:2230,0.0,0.0,0.0,0.0,0.0,14.75,1.45,0.0
20201108:2330,0.0,0.0,0.0,0.0,0.0,14.26,1.52,0.0
20201109:0030,0.0,0.0,0.0,0.0,0.0,13.87,1.72,0.0
20201109:0130,2.74,0.0,11.56,0.17,1.27,13.63,1.79,0.0
20201109:0230,241.28,225.21,79.23,2.48,13.56,13.85,1.72,0.0
20201109:0330,454.45,456.58,112.53,5.26,24.96,18.2,0.76,0.0
20201109:0430,598.88,653.49,131.34,7.65,34.88,23.61,0.83,0.0
20201109:0530,688.51,790.14,142.18,9.32,42.36,26.91,1.1,0.0
20201109:0630,721.09,851.18,146.58,10.08,46.14,28.75,1.03,0.0
20201109:0730,706.87,835.98,145.38,9.89,45.25,29.62,0.97,0.0
20201109:0830,637.1,743.52,138.35,8.76,39.95,30.04,0.48,0.0
20201109:0930,524.82,582.17,124.67,6.79,31.42,30.18,0.62,0.0
20201109:1030,354.2,368.48,101.62,4.2,20.86,30.04,0.83,0.0
20201109:1130,136.18,142.58,57.57,1.47,9.08,29.48,0.62,0.0
20201109:1230,0.0,0.0,0.0,0.0,-3.45,28.08,0.34,0.0
20201109:1330,0.0,0.0,0.0,0.0,0.0,25.64,0.76,0.0
20201109:1430,0.0,0.0,0.0,0.0,0.0,23.42,1.1,0.0
20201109:1530,0.0,0.0,0.0,0.0,0.0,21.66,1.31,0.0
20201109:1630,0.0,0.0,0.0,0.0,0.0,20.46,1.38,0.0
20201109:1730,0.0,0.0,0.0,0.0,0.0,20.34,1.24,0.0
20201109:1830,0.0,0.0,0.0,0.0,0.0,20.73,0.76,0.0
20201109:1930,0.0,0.0,0.0,0.0,0.0,19.7,0.55,0.0
20201109:2030,0.0,0.0,0.0,0.0,0.0,17.63,1.17,0.0
20201109:2130,0.0,0.0,0.0,0.0,0.0,15.03,2.14,0.0
20201109:2230,0.0,0.0,0.0,0.0,0.0,14.35,2.21,0.0
20201109:2330,0.0,0.0,0.0,0.0,0.0,13.83,2.0,0.0
20201110:0030,0.0,0.0,0.0,0.0,0.0,13.44,2.0,0.0
20201110:0130,2.46,0.0,11.0,0.16,1.11,13.12,2.21,0.0
20201110:0230,239.65,223.04,78.35,2.43,13.38,13.21,1.93,0.0
20201110:0330,456.92,453.77,111.8,5.2,24.75,17.57,1.45,0.0
20201110:0430,606.73,650.21,130.56,7.58,34.64,22.21,1.45,0.0
20201110:0530,694.25,786.56,141.26,9.25,42.09,25.57,1.38,0.0
20201110:0630,723.34,846.47,145.44,9.99,45.85,27.81,1.17,0.0
20201110:0730,707.16,831.28,144.29,9.8,44.98,28.9,1.03,0.0
20201110:0830,629.89,739.08,137.25,8.67,39.71,29.51,0.14,0.0
20201110:0930,525.2,578.34,123.61,6.71,31.23,29.76,0.9,0.0
20201110:1030,353.97,365.29,100.7,4.14,20.71,29.7,1.45,0.0
20201110:1130,134.91,140.96,56.62,1.44,8.95,29.08,1.31,0.0
20201110:1230,0.0,0.0,0.0,0.0,-3.56,27.54,1.38,0.0
20201110:1330,0.0,0.0,0.0,0.0,0.0,25.26,1.45,0.0
20201110:1430,0.0,0.0,0.0,0.0,0.0,23.11,1.72,0.0
20201110:1530,0.0,0.0,0.0,0.0,0.0,21.3,2.21,0.0
20201110:1630,0.0,0.0,0.0,0.0,0.0,19.95,2.69,0.0
20201110:1730,0.0,0.0,0.0,0.0,0.0,18.95,2.9,0.0
20201110:1830,0.0,0.0,0.0,0.0,0.0,18.36,2.9,0.0
20201110:1930,0.0,0.0,0.0,0.0,0.0,17.5,2.83,0.0
20201110:2030,0.0,0.0,0.0,0.0,0.0,16.82,2.76,0.0
20201110:2130,0.0,0.0,0.0,0.0,0.0,16.18,2.62,0.0
20201110:2230,0.0,0.0,0.0,0.0,0.0,15.64,2.48,0.0
20201110:2330,0.0,0.0,0.0,0.0,0.0,15.18,2.41,0.0
20201111:0030,0.0,0.0,0.0,0.0,0.0,14.76,2.34,0.0
20201111:0130,2.24,0.0,10.63,0.15,0.94,14.4,2.34,0.0
20201111:0230,233.58,218.03,77.65,2.37,13.19,14.44,2.07,0.0
20201111:0330,451.88,446.64,111.83,5.11,24.54,17.93,1.72,0.0
20201111:0430,605.52,644.18,130.33,7.49,34.4,21.78,1.66,0.0
20201111:0530,696.58,779.57,141.89,9.15,41.82,24.74,1.66,0.0
20201111:0630,739.44,844.05,146.53,9.94,45.57,26.47,2.0,0.0
20201111:0730,729.49,830.64,145.07,9.77,44.71,27.27,2.21,0.0
20201111:0830,664.93,739.19,137.68,8.65,39.49,27.85,2.48,0.0
20201111:0930,542.65,578.11,123.91,6.68,31.04,28.09,2.76,0.0
20201111:1030,360.1,364.23,100.76,4.11,20.56,27.95,2.83,0.0
20201111:1130,135.44,139.78,56.18,1.41,8.83,27.33,2.62,0.0
20201111:1230,0.0,0.0,0.0,0.0,-3.65,25.36,2.34,0.0
20201111:1330,0.0,0.0,0.0,0.0,0.0,22.98,2.62,0.0
20201111:1430,0.0,0.0,0.0,0.0,0.0,21.33,2.55,0.0
20201111:1530,0.0,0.0,0.0,0.0,0.0,20.15,2.55,0.0
20201111:1630,0.0,0.0,0.0,0.0,0.0,19.23,2.62,0.0
20201111:1730,0.0,0.0,0.0,0.0,0.0,18.51,2.69,0.0
20201111:1830,0.0,0.0,0.0,0.0,0.0,18.0,2.62,0.0
20201111:1930,0.0,0.0,0.0,0.0,0.0,17.46,2.55,0.0
20201111:2030,0.0,0.0,0.0,0.0,0.0,16.94,2.41,0.0
20201111:2130,0.0,0.0,0.0,0.0,0.0,16.43,2.34,0.0
20201111:2230,0.0,0.0,0.0,0.0,0.0,15.94,2.28,0.0
20201111:2330,0.0,0.0,0.0,0.0,0.0,15.51,2.28,0.0
20201112:0030,0.0,0.0,0.0,0.0,0.0,15.15,2.28,0.0
20201112:0130,1.99,0.0,10.17,0.15,0.78,14.83,2.34,0.0
20201112:0230,227.5,211.57,77.43,2.31,13.01,14.82,2.0,0.0
20201112:0330,445.57,439.23,112.4,5.03,24.33,18.22,1.66,0.0
20201112:0430,600.94,635.0,132.02,7.39,34.16,22.11,1.86,0.0
20201112:0530,708.03,775.36,142.68,9.09,41.56,24.4,2.83,0.0
20201112:0630,742.58,831.65,146.96,9.8,45.29,25.34,2.55,0.0
20201112:0730,723.0,816.61,145.98,9.61,44.45,26.28,2.07,0.0
20201112:0830,653.2,726.14,138.21,8.5,39.26,26.83,1.79,0.0
20201112:0930,529.71,567.02,123.92,6.56,30.86,27.05,1.52,0.0
20201112:1030,351.61,356.21,100.43,4.02,20.42,27.02,1.45,0.0
20201112:1130,132.24,136.37,55.25,1.37,8.72,26.63,1.66,0.0
20201112:1230,0.0,0.0,0.0,0.0,-3.75,25.23,1.79,0.0
20201112:1330,0.0,0.0,0.0,0.0,0.0,23.21,2.28,0.0
20201112:1430,0.0,0.0,0.0,0.0,0.0,21.52,2.28,0.0
20201112:1530,0.0,0.0,0.0,0.0,0.0,20.31,2.28,0.0
20201112:1630,0.0,0.0,0.0,0.0,0.0,19.23,2.28,0.0
20201112:1730,0.0,0.0,0.0,0.0,0.0,18.26,2.14,0.0
20201112:1830,0.0,0.0,0.0,0.0,0.0,17.45,2.14,0.0
20201112:1930,0.0,0.0,0.0,0.0,0.0,17.09,2.21,0.0
20201112:2030,0.0,0.0,0.0,0.0,0.0,16.55,2.07,0.0
20201112:2130,0.0,0.0,0.0,0.0,0.0,15.92,1.86,0.0
20201112:2230,0.0,0.0,0.0,0.0,0.0,15.18,1.72,0.0
20201112:2330,0.0,0.0,0.0,0.0,0.0,14.54,1.72,0.0
20201113:0030,0.0,0.0,0.0,0.0,0.0,14.05,1.79,0.0
20201113:0130,1.75,0.0,9.65,0.14,0.62,13.67,1.93,0.0
20201113:0230,225.7,209.5,76.22,2.26,12.83,13.66,1.79,0.0
20201113:0330,441.21,435.33,111.21,4.95,24.12,17.8,1.38,0.0
20201113:0430,596.07,629.7,130.49,7.3,33.92,22.12,1.86,0.0
20201113:0530,696.44,765.43,141.5,8.95,41.3,25.0,2.62,0.0
20201113:0630,734.07,829.96,145.53,9.73,45.02,26.23,2.28,0.0
20201113:0730,714.95,816.77,143.8,9.56,44.2,26.95,1.72,0.0
20201113:0830,642.36,725.95,136.75,8.45,39.05,27.4,1.1,0.0
20201113:0930,523.16,568.15,122.5,6.53,30.69,27.61,0.9,0.0
20201113:1030,350.48,358.27,99.27,4.0,20.28,27.54,1.17,0.0
20201113:1130,131.99,137.34,54.56,1.35,8.61,27.1,1.38,0.0
20201113:1230,0.0,0.0,0.0,0.0,-3.83,25.58,1.79,0.0
20201113:1330,0.0,0.0,0.0,0.0,0.0,23.39,2.28,0.0
20201113:1430,0.0,0.0,0.0,0.0,0.0,21.55,2.34,0.0
20201113:1530,0.0,0.0,0.0,0.0,0.0,20.4,2.34,0.0
20201113:1630,0.0,0.0,0.0,0.0,0.0,19.53,2.34,0.0
20201113:1730,0.0,0.0,0.0,0.0,0.0,18.69,2.41,0.0
20201113:1830,0.0,0.0,0.0,0.0,0.0,17.91,2.41,0.0
20201113:1930,0.0,0.0,0.0,0.0,0.0,17.39,2.48,0.0
20201113:2030,0.0,0.0,0.0,0.0,0.0,16.81,2.41,0.0
20201113:2130,0.0,0.0,0.0,0.0,0.0,16.28,2.34,0.0
20201113:2230,0.0,0.0,0.0,0.0,0.0,15.8,2.28,0.0
20201113:2330,0.0,0.0,0.0,0.0,0.0,15.39,2.28,0.0
20201114:0030,0.0,0.0,0.0,0.0,0.0,15.07,2.28,0.0
20201114:0130,1.53,0.0,9.23,0.13,0.45,14.89,2.41,0.0
20201114:0230,220.92,206.4,75.08,2.21,12.65,15.14,2.21,0.0
20201114:0330,435.72,428.33,110.19,4.86,23.92,18.55,1.93,0.0
20201114:0430,590.54,619.44,129.6,7.17,33.69,22.35,2.28,0.0
20201114:0530,686.45,752.33,140.92,8.79,41.04,25.02,2.55,0.0
20201114:0630,725.94,814.67,145.39,9.56,44.76,26.75,2.62,0.0
